customer_id,recency_days,frequency,monetary,first_order,country,channel,tenure_days,avg_order_value,r_score,f_score,m_score,rfm_score,segment
C51991,12,4,1006.61,2024-09-05,Germany,Organic Search,118,251.6525,5,5,5,15,Champions
C51992,405,1,12.7,2023-11-23,France,Referral,405,12.7,1,2,1,4,Hibernating
C51993,591,1,286.31,2023-05-21,Netherlands,Organic Search,591,286.31,1,2,2,5,Hibernating
C51995,474,1,103.3,2023-09-15,France,Paid Social,474,103.3,1,2,1,4,Hibernating
C51996,40,5,755.06,2023-07-12,Netherlands,Organic Search,539,151.012,4,5,4,13,Champions
C51997,67,3,672.78,2024-01-28,Germany,Organic Search,339,224.26,3,4,4,11,Loyal
C51998,73,1,59.31,2024-10-20,Germany,Organic Search,73,59.31,3,2,1,6,Needs Attention
C51999,394,2,86.12,2023-11-04,Austria,Paid Social,424,43.06,1,3,1,5,At Risk
C52001,547,1,11.91,2023-07-04,Germany,Referral,547,11.91,1,2,1,4,Hibernating
C52002,529,1,43.11,2023-07-22,Italy,Organic Search,529,43.11,1,2,1,4,Hibernating
C52004,227,1,136.56,2024-05-19,Netherlands,Organic Search,227,136.56,2,2,2,6,Hibernating
C52005,22,1,25.0,2024-12-10,Germany,Direct,22,25.0,5,2,1,8,New / Promising
C52006,179,1,55.11,2024-07-06,Spain,Referral,179,55.11,2,2,1,5,Hibernating
C52007,63,3,909.7,2024-07-14,Germany,Direct,171,303.23333333333335,3,4,4,11,Loyal
C52008,524,2,2027.8099999999997,2023-04-28,France,Direct,614,1013.9049999999999,1,3,5,9,At Risk
C52009,22,4,469.21000000000004,2023-12-03,Germany,Paid Social,395,117.30250000000001,5,5,3,13,Loyal
C52011,39,7,1219.63,2023-11-18,Spain,Organic Search,410,174.23285714285717,4,5,5,14,Champions
C52013,53,3,228.71,2024-07-14,Germany,Paid Social,171,76.23666666666666,3,4,2,9,Potential Loyal
C52014,21,3,431.04,2023-11-20,France,Paid Social,408,143.68,5,4,3,12,Loyal
C52016,67,1,65.78,2024-10-26,Spain,Referral,67,65.78,3,2,1,6,Needs Attention
C52017,5,1,58.81,2024-12-27,Germany,Direct,5,58.81,5,2,1,8,New / Promising
C52018,568,1,613.58,2023-06-13,Germany,Organic Search,568,613.58,1,2,4,7,Can't Lose Them
C52019,645,1,92.27000000000001,2023-03-28,Netherlands,Organic Search,645,92.27000000000001,1,2,1,4,Hibernating
C52020,30,2,679.87,2024-05-02,France,Organic Search,244,339.935,4,3,4,11,Loyal
C52022,36,3,487.09,2024-05-22,Germany,Paid Social,224,162.36333333333332,4,4,3,11,Loyal
C52023,346,1,317.09000000000003,2024-01-21,Austria,Organic Search,346,317.09000000000003,1,2,3,6,Hibernating
C52025,12,2,170.23,2024-12-20,Germany,Organic Search,12,85.115,5,3,2,10,Potential Loyal
C52026,360,1,31.93,2024-01-07,France,Email,360,31.93,1,2,1,4,Hibernating
C52027,143,3,474.45,2024-01-15,Germany,Direct,352,158.15,2,4,3,9,At Risk
C52028,23,2,456.75,2024-05-20,Netherlands,Email,226,228.375,5,3,3,11,Loyal
C52030,12,1,711.5899999999999,2024-12-20,Germany,Organic Search,12,711.5899999999999,5,2,4,11,Potential Loyal
C52031,5,2,443.87999999999994,2024-06-11,Austria,Organic Search,204,221.93999999999997,5,3,3,11,Loyal
C52033,414,1,239.55,2023-11-14,Netherlands,Paid Social,414,239.55,1,2,2,5,Hibernating
C52036,340,2,933.0999999999999,2023-10-05,Austria,Email,454,466.54999999999995,1,3,4,8,At Risk
C52038,568,1,249.33999999999997,2023-06-13,Germany,Paid Social,568,249.33999999999997,1,2,2,5,Hibernating
C52040,714,1,65.78,2023-01-18,Spain,Organic Search,714,65.78,1,2,1,4,Hibernating
C52041,207,3,528.95,2023-01-19,France,Organic Search,713,176.3166666666667,2,4,3,9,At Risk
C52043,59,3,628.12,2024-06-21,Italy,Direct,194,209.37333333333333,3,4,4,11,Loyal
C52044,437,4,609.74,2023-02-01,Germany,Paid Social,700,152.435,1,5,4,10,At Risk
C52046,25,1,152.53,2024-12-07,Austria,Organic Search,25,152.53,4,2,2,8,Potential Loyal
C52048,97,4,2368.1299999999997,2024-01-04,Spain,Referral,363,592.0324999999999,3,5,5,13,Loyal
C52049,213,1,29.6,2024-06-02,Italy,Paid Social,213,29.6,2,2,1,5,Hibernating
C52050,401,1,744.22,2023-11-27,Germany,Organic Search,401,744.22,1,2,4,7,Can't Lose Them
C52051,33,4,1995.96,2023-12-23,Austria,Email,375,498.99,4,5,5,14,Champions
C52052,255,1,1071.8,2024-04-21,Austria,Referral,255,1071.8,2,2,5,9,Can't Lose Them
C52053,388,1,189.54000000000002,2023-12-10,Netherlands,Paid Social,388,189.54000000000002,1,2,2,5,Hibernating
C52055,4,2,82.16,2024-09-09,Italy,Direct,114,41.08,5,3,1,9,New / Promising
C52056,5,1,77.57,2024-12-27,Germany,Organic Search,5,77.57,5,2,1,8,New / Promising
C52057,215,1,49.86,2024-05-31,France,Email,215,49.86,2,2,1,5,Hibernating
C52058,13,2,612.81,2024-09-05,France,Email,118,306.405,5,3,4,12,Loyal
C52059,156,1,561.9,2024-07-29,Germany,Paid Social,156,561.9,2,2,4,8,Can't Lose Them
C52060,37,1,213.07999999999998,2024-11-25,Austria,Direct,37,213.07999999999998,4,2,2,8,Potential Loyal
C52061,64,4,757.9000000000001,2023-04-15,Germany,Email,627,189.47500000000002,3,5,4,12,Loyal
C52062,75,2,2501.74,2024-08-26,Netherlands,Paid Social,128,1250.87,3,3,5,11,Loyal
C52063,43,5,1493.74,2023-06-12,Spain,Organic Search,569,298.748,4,5,5,14,Champions
C52065,17,3,128.9,2024-11-24,Netherlands,Organic Search,38,42.96666666666667,5,4,2,11,Potential Loyal
C52066,3,1,19.2,2024-12-29,Germany,Organic Search,3,19.2,5,2,1,8,New / Promising
C52068,299,1,11.81,2024-03-08,Italy,Email,299,11.81,1,2,1,4,Hibernating
C52070,174,3,677.14,2024-01-13,Netherlands,Email,354,225.71333333333334,2,4,4,10,At Risk
C52071,112,2,499.86,2023-01-30,France,Referral,702,249.93,3,3,3,9,Loyal
C52072,379,2,703.8199999999999,2023-11-05,France,Paid Social,423,351.90999999999997,1,3,4,8,At Risk
C52073,212,1,175.09,2024-06-03,Netherlands,Paid Social,212,175.09,2,2,2,6,Hibernating
C52074,113,2,219.38,2024-05-14,France,Direct,232,109.69,3,3,2,8,Potential Loyal
C52076,168,5,1181.3799999999999,2023-01-02,Germany,Referral,730,236.27599999999998,2,5,5,12,At Risk
C52078,142,4,2744.16,2023-03-07,Spain,Organic Search,666,686.04,2,5,5,12,At Risk
C52082,244,2,442.19000000000005,2023-01-13,Spain,Organic Search,719,221.09500000000003,2,3,3,8,At Risk
C52083,252,1,78.85,2024-04-24,France,Organic Search,252,78.85,2,2,1,5,Hibernating
C52084,71,2,429.52,2024-05-29,Germany,Paid Social,217,214.76,3,3,3,9,Loyal
C52086,321,1,27.56,2024-02-15,France,Paid Social,321,27.56,1,2,1,4,Hibernating
C52087,168,1,305.83,2024-07-17,Italy,Referral,168,305.83,2,2,3,7,Hibernating
C52089,84,6,1518.1100000000001,2023-01-11,France,Organic Search,721,253.01833333333335,3,5,5,13,Loyal
C52093,232,2,1847.9699999999998,2024-04-20,Germany,Direct,256,923.9849999999999,2,3,5,10,At Risk
C52094,201,1,317.28,2024-06-14,Germany,Paid Social,201,317.28,2,2,3,7,Hibernating
C52095,423,2,326.64,2023-03-21,Austria,Email,652,163.32,1,3,3,7,At Risk
C52096,235,1,218.87,2024-05-11,Spain,Referral,235,218.87,2,2,2,6,Hibernating
C52097,609,1,758.14,2023-05-03,Spain,Direct,609,758.14,1,2,4,7,Can't Lose Them
C52098,20,2,502.83,2024-04-24,Spain,Organic Search,252,251.415,5,3,3,11,Loyal
C52099,70,4,1379.49,2023-09-24,France,Direct,465,344.8725,3,5,5,13,Loyal
C52101,23,4,948.29,2023-10-22,Netherlands,Referral,437,237.0725,5,5,4,14,Champions
C52102,132,1,567.02,2024-08-22,Italy,Paid Social,132,567.02,3,2,4,9,Potential Loyal
C52104,131,1,31.24,2024-08-23,France,Paid Social,131,31.24,3,2,1,6,Needs Attention
C52105,93,3,533.65,2023-09-03,Netherlands,Referral,486,177.88333333333333,3,4,3,10,Loyal
C52107,7,1,592.74,2024-12-25,Spain,Paid Social,7,592.74,5,2,4,11,Potential Loyal
C52108,399,3,916.83,2023-03-07,Austria,Email,666,305.61,1,4,4,9,At Risk
C52110,39,1,52.66,2024-11-23,Germany,Paid Social,39,52.66,4,2,1,7,New / Promising
C52112,36,5,1250.46,2023-07-27,Germany,Paid Social,524,250.092,4,5,5,14,Champions
C52113,462,1,185.97,2023-09-27,Italy,Email,462,185.97,1,2,2,5,Hibernating
C52114,9,1,222.56,2024-12-23,France,Email,9,222.56,5,2,2,9,Potential Loyal
C52116,35,2,184.25,2024-11-24,Germany,Referral,38,92.125,4,3,2,9,Potential Loyal
C52117,125,1,241.42000000000002,2024-08-29,Netherlands,Paid Social,125,241.42000000000002,3,2,2,7,Potential Loyal
C52119,24,2,712.5,2024-09-21,Germany,Email,102,356.25,4,3,4,11,Loyal
C52120,163,1,887.47,2024-07-22,Spain,Organic Search,163,887.47,2,2,4,8,Can't Lose Them
C52122,240,2,157.86,2023-10-04,France,Referral,455,78.93,2,3,2,7,At Risk
C52125,81,1,65.78,2024-10-12,Netherlands,Direct,81,65.78,3,2,1,6,Needs Attention
C52126,90,2,353.88,2023-08-02,Germany,Organic Search,518,176.94,3,3,3,9,Loyal
C52127,58,6,1330.65,2023-10-25,Germany,Organic Search,434,221.775,3,5,5,13,Loyal
C52129,4,5,1109.53,2024-02-23,Netherlands,Organic Search,313,221.906,5,5,5,15,Champions
C52130,185,1,176.61,2024-06-30,Germany,Email,185,176.61,2,2,2,6,Hibernating
C52131,139,1,217.94,2024-08-15,Germany,Referral,139,217.94,2,2,2,6,Hibernating
C52136,74,2,773.19,2024-09-17,Netherlands,Email,106,386.595,3,3,4,10,Loyal
C52138,277,1,343.49,2024-03-30,Netherlands,Organic Search,277,343.49,1,2,3,6,Hibernating
C52139,282,1,565.4,2024-03-25,Austria,Referral,282,565.4,1,2,4,7,Can't Lose Them
C52142,6,1,408.34,2024-12-26,Germany,Email,6,408.34,5,2,3,10,Potential Loyal
C52143,17,1,24.87,2024-12-15,Germany,Email,17,24.87,5,2,1,8,New / Promising
C52145,76,1,33.48,2024-10-17,Germany,Organic Search,76,33.48,3,2,1,6,Needs Attention
C52146,50,2,500.32,2024-11-11,Germany,Email,51,250.16,4,3,3,10,Loyal
C52148,119,2,868.65,2024-06-17,Germany,Email,198,434.325,3,3,4,10,Loyal
C52149,76,2,115.91,2023-08-16,Germany,Email,504,57.955,3,3,1,7,Needs Attention
C52150,297,1,407.96999999999997,2024-03-10,Netherlands,Email,297,407.96999999999997,1,2,3,6,Hibernating
C52151,3,4,1375.94,2024-12-24,Austria,Paid Social,8,343.985,5,5,5,15,Champions
C52152,183,1,60.96,2024-07-02,Austria,Organic Search,183,60.96,2,2,1,5,Hibernating
C52154,76,3,371.6,2023-01-14,France,Direct,718,123.86666666666667,3,4,3,10,Loyal
C52155,27,4,702.83,2024-01-13,Austria,Referral,354,175.7075,4,5,4,13,Champions
C52156,94,1,301.2,2024-09-29,Germany,Direct,94,301.2,3,2,3,8,Potential Loyal
C52157,38,2,261.72999999999996,2024-06-16,Germany,Organic Search,199,130.86499999999998,4,3,2,9,Potential Loyal
C52158,12,1,62.06,2024-12-20,Germany,Paid Social,12,62.06,5,2,1,8,New / Promising
C52159,28,1,273.68,2024-12-04,Germany,Email,28,273.68,4,2,2,8,Potential Loyal
C52162,2,2,671.73,2024-02-06,Italy,Referral,330,335.865,5,3,4,12,Loyal
C52163,546,1,501.36,2023-07-05,Germany,Email,546,501.36,1,2,3,6,Hibernating
C52167,19,2,280.58000000000004,2024-12-11,Austria,Organic Search,21,140.29000000000002,5,3,2,10,Potential Loyal
C52168,23,2,1501.81,2024-05-03,France,Organic Search,243,750.905,5,3,5,13,Loyal
C52169,364,1,25.47,2024-01-03,Italy,Paid Social,364,25.47,1,2,1,4,Hibernating
C52170,41,3,2511.9300000000003,2023-08-07,France,Organic Search,513,837.3100000000001,4,4,5,13,Champions
C52171,220,2,716.6,2024-05-05,Germany,Direct,241,358.3,2,3,4,9,At Risk
C52172,136,1,114.66,2024-08-18,France,Paid Social,136,114.66,2,2,1,5,Hibernating
C52175,15,5,1126.77,2024-10-30,Netherlands,Email,63,225.35399999999998,5,5,5,15,Champions
C52176,251,3,179.56,2023-12-06,Germany,Organic Search,392,59.85333333333333,2,4,2,8,At Risk
C52177,35,3,518.14,2023-10-01,France,Organic Search,458,172.71333333333334,4,4,3,11,Loyal
C52178,13,5,1185.99,2024-06-01,Netherlands,Paid Social,214,237.198,5,5,5,15,Champions
C52179,391,2,1374.99,2023-11-05,Austria,Organic Search,423,687.495,1,3,5,9,At Risk
C52180,32,1,35.89,2024-11-30,Germany,Email,32,35.89,4,2,1,7,New / Promising
C52182,131,6,1274.1599999999999,2023-02-06,Germany,Organic Search,695,212.35999999999999,3,5,5,13,Loyal
C52183,3,6,2104.66,2024-04-14,Germany,Referral,262,350.77666666666664,5,5,5,15,Champions
C52184,26,4,970.94,2024-05-29,France,Paid Social,217,242.735,4,5,5,14,Champions
C52185,28,9,2467.72,2024-06-02,Germany,Email,213,274.19111111111107,4,5,5,14,Champions
C52187,32,1,164.09,2024-11-30,France,Email,32,164.09,4,2,2,8,Potential Loyal
C52190,140,1,12.65,2024-08-14,Netherlands,Organic Search,140,12.65,2,2,1,5,Hibernating
C52194,574,2,955.33,2023-05-13,Spain,Direct,599,477.665,1,3,4,8,At Risk
C52195,28,1,18.83,2024-12-04,France,Paid Social,28,18.83,4,2,1,7,New / Promising
C52196,3,1,196.39,2024-12-29,France,Organic Search,3,196.39,5,2,2,9,Potential Loyal
C52200,103,2,337.09000000000003,2024-05-08,Germany,Paid Social,238,168.54500000000002,3,3,3,9,Loyal
C52201,330,1,199.87,2024-02-06,Germany,Organic Search,330,199.87,1,2,2,5,Hibernating
C52202,160,2,482.31,2023-03-20,Netherlands,Referral,653,241.155,2,3,3,8,At Risk
C52203,141,2,204.6,2023-04-30,France,Organic Search,612,102.3,2,3,2,7,At Risk
C52206,30,5,941.99,2024-05-02,Germany,Paid Social,244,188.398,4,5,4,13,Champions
C52207,107,1,157.79000000000002,2024-09-16,Germany,Direct,107,157.79000000000002,3,2,2,7,Potential Loyal
C52208,47,5,2176.85,2024-05-01,France,Referral,245,435.37,4,5,5,14,Champions
C52209,17,3,311.93,2024-06-22,Germany,Organic Search,193,103.97666666666667,5,4,3,12,Loyal
C52210,26,2,370.65,2024-03-02,Netherlands,Paid Social,305,185.325,4,3,3,10,Loyal
C52211,139,1,321.01,2024-08-15,Austria,Referral,139,321.01,2,2,3,7,Hibernating
C52212,51,3,562.86,2023-12-20,France,Paid Social,378,187.62,4,4,4,12,Champions
C52213,147,2,740.84,2023-12-28,Austria,Organic Search,370,370.42,2,3,4,9,At Risk
C52215,100,3,906.71,2023-12-30,Austria,Email,368,302.2366666666667,3,4,4,11,Loyal
C52216,110,1,796.6100000000001,2024-09-13,Germany,Direct,110,796.6100000000001,3,2,4,9,Potential Loyal
C52220,4,6,962.3199999999999,2023-07-17,France,Organic Search,534,160.38666666666666,5,5,5,15,Champions
C52222,134,1,128.94,2024-08-20,Germany,Paid Social,134,128.94,3,2,2,7,Potential Loyal
C52223,278,1,11.91,2024-03-29,Austria,Organic Search,278,11.91,1,2,1,4,Hibernating
C52224,96,2,1076.59,2024-02-13,Italy,Paid Social,323,538.295,3,3,5,11,Loyal
C52225,216,4,549.72,2023-05-21,Spain,Organic Search,591,137.43,2,5,4,11,At Risk
C52226,187,1,105.23,2024-06-28,Germany,Organic Search,187,105.23,2,2,1,5,Hibernating
C52227,72,2,945.21,2024-10-15,Netherlands,Email,78,472.605,3,3,4,10,Loyal
C52229,463,1,36.879999999999995,2023-09-26,France,Referral,463,36.879999999999995,1,2,1,4,Hibernating
C52230,17,3,587.27,2023-04-24,Germany,Paid Social,618,195.75666666666666,5,4,4,13,Champions
C52231,406,1,79.37,2023-11-22,Germany,Organic Search,406,79.37,1,2,1,4,Hibernating
C52232,186,3,1143.1399999999999,2023-03-24,Austria,Paid Social,649,381.0466666666666,2,4,5,11,At Risk
C52233,35,2,1484.5900000000001,2023-03-01,France,Paid Social,672,742.2950000000001,4,3,5,12,Loyal
C52234,399,1,202.04,2023-11-29,Germany,Organic Search,399,202.04,1,2,2,5,Hibernating
C52235,38,1,1007.99,2024-11-24,Germany,Direct,38,1007.99,4,2,5,11,Potential Loyal
C52236,444,1,178.33,2023-10-15,Austria,Direct,444,178.33,1,2,2,5,Hibernating
C52237,80,2,602.72,2023-05-19,France,Organic Search,593,301.36,3,3,4,10,Loyal
C52238,116,4,1747.04,2023-07-21,Spain,Referral,530,436.76,3,5,5,13,Loyal
C52239,388,1,49.7,2023-12-10,Austria,Email,388,49.7,1,2,1,4,Hibernating
C52240,87,3,515.93,2024-07-14,Italy,Organic Search,171,171.97666666666666,3,4,3,10,Loyal
C52241,4,1,45.03,2024-12-28,Spain,Email,4,45.03,5,2,1,8,New / Promising
C52245,123,1,74.77,2024-08-31,Italy,Email,123,74.77,3,2,1,6,Needs Attention
C52248,135,2,351.56,2023-02-27,Spain,Direct,674,175.78,2,3,3,8,At Risk
C52249,38,1,339.20000000000005,2024-11-24,Germany,Paid Social,38,339.20000000000005,4,2,3,9,Potential Loyal
C52252,76,1,329.96999999999997,2024-10-17,France,Paid Social,76,329.96999999999997,3,2,3,8,Potential Loyal
C52253,26,1,393.0,2024-12-06,France,Email,26,393.0,4,2,3,9,Potential Loyal
C52254,9,2,338.08,2024-07-13,Germany,Email,172,169.04,5,3,3,11,Loyal
C52256,469,2,140.37,2023-06-03,Spain,Paid Social,578,70.185,1,3,2,6,At Risk
C52259,35,2,591.89,2024-11-20,Spain,Email,42,295.945,4,3,4,11,Loyal
C52261,575,1,222.7,2023-06-06,Germany,Referral,575,222.7,1,2,2,5,Hibernating
C52263,37,5,694.64,2024-11-15,Germany,Organic Search,47,138.928,4,5,4,13,Champions
C52266,13,5,730.44,2023-07-13,Austria,Paid Social,538,146.08800000000002,5,5,4,14,Champions
C52268,238,2,675.2099999999999,2024-03-15,Germany,Organic Search,292,337.60499999999996,2,3,4,9,At Risk
C52269,85,5,705.48,2023-04-05,Austria,Paid Social,637,141.096,3,5,4,12,Loyal
C52270,318,1,101.8,2024-02-18,Germany,Direct,318,101.8,1,2,1,4,Hibernating
C52274,373,2,449.84,2023-10-05,Germany,Email,454,224.92,1,3,3,7,At Risk
C52277,1,1,296.35,2024-12-31,France,Referral,1,296.35,5,2,3,10,Potential Loyal
C52278,274,1,51.2,2024-04-02,Germany,Organic Search,274,51.2,1,2,1,4,Hibernating
C52279,355,1,72.89,2024-01-12,Germany,Paid Social,355,72.89,1,2,1,4,Hibernating
C52281,472,1,34.94,2023-09-17,Italy,Paid Social,472,34.94,1,2,1,4,Hibernating
C52284,15,2,361.49,2024-08-23,France,Organic Search,131,180.745,5,3,3,11,Loyal
C52285,49,1,1172.1,2024-11-13,Germany,Paid Social,49,1172.1,4,2,5,11,Potential Loyal
C52286,18,3,408.29999999999995,2024-05-15,Germany,Email,231,136.1,5,4,3,12,Loyal
C52287,35,2,145.58,2024-06-30,Italy,Organic Search,185,72.79,4,3,2,9,Potential Loyal
C52289,40,2,205.61,2024-10-12,Germany,Email,81,102.805,4,3,2,9,Potential Loyal
C52290,28,1,1020.7199999999999,2024-12-04,Germany,Organic Search,28,1020.7199999999999,4,2,5,11,Potential Loyal
C52291,31,8,1870.47,2023-11-30,Germany,Paid Social,398,233.80875,4,5,5,14,Champions
C52292,216,1,28.48,2024-05-30,Germany,Email,216,28.48,2,2,1,5,Hibernating
C52294,599,1,83.56,2023-05-13,France,Paid Social,599,83.56,1,2,1,4,Hibernating
C52296,525,1,58.04,2023-07-26,Spain,Direct,525,58.04,1,2,1,4,Hibernating
C52298,12,1,10.01,2024-12-20,Italy,Organic Search,12,10.01,5,2,1,8,New / Promising
C52299,389,4,1099.2,2023-04-27,France,Referral,615,274.8,1,5,5,11,At Risk
C52301,16,3,43.480000000000004,2023-11-24,Spain,Referral,404,14.493333333333334,5,4,1,10,New / Promising
C52302,21,1,280.57,2024-12-11,Germany,Email,21,280.57,5,2,2,9,Potential Loyal
C52304,307,2,513.5,2023-04-26,Austria,Email,616,256.75,1,3,3,7,At Risk
C52306,113,4,801.9200000000001,2023-11-25,Spain,Direct,403,200.48000000000002,3,5,4,12,Loyal
C52310,259,1,251.45,2024-04-17,Germany,Referral,259,251.45,2,2,2,6,Hibernating
C52311,43,3,692.0,2024-08-06,Germany,Direct,148,230.66666666666666,4,4,4,12,Champions
C52313,87,1,136.56,2024-10-06,Germany,Organic Search,87,136.56,3,2,2,7,Potential Loyal
C52314,33,6,1408.83,2024-01-21,Spain,Referral,346,234.80499999999998,4,5,5,14,Champions
C52316,6,3,865.41,2024-07-23,France,Paid Social,162,288.46999999999997,5,4,4,13,Champions
C52320,6,2,661.83,2024-05-22,France,Email,224,330.915,5,3,4,12,Loyal
C52321,542,1,66.52,2023-07-09,Netherlands,Paid Social,542,66.52,1,2,1,4,Hibernating
C52322,23,2,1015.4899999999999,2024-04-22,France,Organic Search,254,507.74499999999995,5,3,5,13,Loyal
C52324,102,2,585.23,2024-08-19,Netherlands,Paid Social,135,292.615,3,3,4,10,Loyal
C52327,11,2,492.69,2023-10-19,France,Paid Social,440,246.345,5,3,3,11,Loyal
C52328,142,1,45.81,2024-08-12,Netherlands,Paid Social,142,45.81,2,2,1,5,Hibernating
C52330,38,5,578.64,2023-12-04,France,Referral,394,115.728,4,5,4,13,Champions
C52332,22,2,155.22,2024-05-25,France,Referral,221,77.61,5,3,2,10,Potential Loyal
C52335,31,1,19.48,2024-12-01,Italy,Organic Search,31,19.48,4,2,1,7,New / Promising
C52337,38,1,72.78,2024-11-24,Netherlands,Paid Social,38,72.78,4,2,1,7,New / Promising
C52338,175,5,835.89,2023-01-03,Austria,Paid Social,729,167.178,2,5,4,11,At Risk
C52339,581,1,492.7,2023-05-31,Germany,Paid Social,581,492.7,1,2,3,6,Hibernating
C52342,72,1,79.09,2024-10-21,Germany,Email,72,79.09,3,2,1,6,Needs Attention
C52343,232,1,15.53,2024-05-14,Italy,Direct,232,15.53,2,2,1,5,Hibernating
C52344,39,1,19.06,2024-11-23,Spain,Organic Search,39,19.06,4,2,1,7,New / Promising
C52347,3,9,3058.28,2024-10-20,Netherlands,Referral,73,339.80888888888893,5,5,5,15,Champions
C52348,32,2,854.04,2024-11-10,France,Email,52,427.02,4,3,4,11,Loyal
C52349,718,1,108.14,2023-01-14,Austria,Paid Social,718,108.14,1,2,1,4,Hibernating
C52350,620,1,108.37,2023-04-22,Italy,Referral,620,108.37,1,2,1,4,Hibernating
C52352,8,3,390.13,2023-06-12,Germany,Organic Search,569,130.04333333333332,5,4,3,12,Loyal
C52353,279,3,729.47,2023-06-04,Germany,Paid Social,577,243.15666666666667,1,4,4,9,At Risk
C52354,42,1,210.32000000000002,2024-11-20,Germany,Organic Search,42,210.32000000000002,4,2,2,8,Potential Loyal
C52356,242,1,37.34,2024-05-04,Germany,Referral,242,37.34,2,2,1,5,Hibernating
C52357,12,3,571.98,2024-06-15,Germany,Referral,200,190.66,5,4,4,13,Champions
C52358,88,1,18.65,2024-10-05,Germany,Direct,88,18.65,3,2,1,6,Needs Attention
C52359,58,4,417.2,2024-06-08,Germany,Referral,207,104.3,3,5,3,11,Loyal
C52360,74,5,1710.03,2023-06-06,Austria,Paid Social,575,342.006,3,5,5,13,Loyal
C52363,74,2,50.739999999999995,2024-06-15,Germany,Direct,200,25.369999999999997,3,3,1,7,Needs Attention
C52364,19,11,2816.09,2024-04-01,Germany,Direct,275,256.0081818181818,5,5,5,15,Champions
C52366,19,3,601.0699999999999,2024-10-21,Austria,Organic Search,72,200.35666666666665,5,4,4,13,Champions
C52369,105,1,237.96,2024-09-18,Germany,Organic Search,105,237.96,3,2,2,7,Potential Loyal
C52370,78,3,1084.4299999999998,2023-09-24,Italy,Email,465,361.47666666666663,3,4,5,12,Loyal
C52371,242,1,90.93,2024-05-04,Germany,Paid Social,242,90.93,2,2,1,5,Hibernating
C52372,174,3,676.0799999999999,2023-09-10,Germany,Organic Search,479,225.35999999999999,2,4,4,10,At Risk
C52373,11,1,517.12,2024-12-21,Spain,Email,11,517.12,5,2,3,10,Potential Loyal
C52374,34,1,143.54,2024-11-28,Germany,Direct,34,143.54,4,2,2,8,Potential Loyal
C52375,86,1,749.87,2024-10-07,Germany,Referral,86,749.87,3,2,4,9,Potential Loyal
C52376,50,2,201.73,2024-11-02,Austria,Paid Social,60,100.865,4,3,2,9,Potential Loyal
C52377,1,2,731.55,2024-11-28,Germany,Paid Social,34,365.775,5,3,4,12,Loyal
C52378,454,2,1037.05,2023-05-11,Germany,Direct,601,518.525,1,3,5,9,At Risk
C52382,155,4,1339.5500000000002,2023-12-01,Netherlands,Organic Search,397,334.88750000000005,2,5,5,12,At Risk
C52383,390,1,10.12,2023-12-08,Netherlands,Organic Search,390,10.12,1,2,1,4,Hibernating
C52384,281,1,229.77999999999997,2024-03-26,Germany,Direct,281,229.77999999999997,1,2,2,5,Hibernating
C52387,21,3,982.29,2023-09-22,Germany,Organic Search,467,327.43,5,4,5,14,Champions
C52389,28,8,2763.34,2024-03-01,France,Email,306,345.4175,4,5,5,14,Champions
C52390,485,1,24.84,2023-09-04,Austria,Email,485,24.84,1,2,1,4,Hibernating
C52392,37,2,378.05,2024-11-24,Germany,Direct,38,189.025,4,3,3,10,Loyal
C52393,149,2,294.85,2023-12-12,Netherlands,Direct,386,147.425,2,3,3,8,At Risk
C52394,24,2,283.13,2024-09-01,Austria,Paid Social,122,141.565,4,3,2,9,Potential Loyal
C52395,160,2,491.09999999999997,2024-06-02,Germany,Organic Search,213,245.54999999999998,2,3,3,8,At Risk
C52396,16,1,446.25,2024-12-16,Germany,Email,16,446.25,5,2,3,10,Potential Loyal
C52397,11,3,563.54,2024-05-26,Austria,Referral,220,187.84666666666666,5,4,4,13,Champions
C52398,28,1,1424.02,2024-12-04,Germany,Referral,28,1424.02,4,2,5,11,Potential Loyal
C52399,47,1,24.16,2024-11-15,Germany,Direct,47,24.16,4,2,1,7,New / Promising
C52400,599,1,149.86,2023-05-13,Netherlands,Email,599,149.86,1,2,2,5,Hibernating
C52401,28,2,437.26,2024-12-01,Germany,Paid Social,31,218.63,4,3,3,10,Loyal
C52404,33,3,1082.7,2024-03-26,Spain,Organic Search,281,360.90000000000003,4,4,5,13,Champions
C52407,17,6,1247.71,2023-07-05,Italy,Paid Social,546,207.95166666666668,5,5,5,15,Champions
C52408,28,3,486.47999999999996,2024-07-04,Netherlands,Referral,181,162.16,4,4,3,11,Loyal
C52410,68,4,797.74,2024-01-05,France,Paid Social,362,199.435,3,5,4,12,Loyal
C52412,385,1,240.33999999999997,2023-12-13,Netherlands,Email,385,240.33999999999997,1,2,2,5,Hibernating
C52413,47,2,698.77,2024-09-07,Italy,Referral,116,349.385,4,3,4,11,Loyal
C52416,24,1,102.75,2024-12-08,Germany,Organic Search,24,102.75,4,2,1,7,New / Promising
C52417,491,1,222.45000000000002,2023-08-29,Spain,Email,491,222.45000000000002,1,2,2,5,Hibernating
C52418,201,1,60.28,2024-06-14,Germany,Direct,201,60.28,2,2,1,5,Hibernating
C52419,229,2,432.41,2023-08-26,Spain,Referral,494,216.205,2,3,3,8,At Risk
C52422,10,3,373.03000000000003,2024-11-10,Austria,Organic Search,52,124.34333333333335,5,4,3,12,Loyal
