customer_id,signup_date,country,acquisition_channel,age
C51168,2024-07-31,Germany,Organic Search,38.0
C51169,2024-11-08,DE,Direct,39.0
C51170,2021-11-26,Austria,Direct,45.0
C51171,2024-06-14,FRANCE,Email,46.0
C51172,2023-09-07,Germany,Paid Social,39.0
C51173,2023-09-05,Italy,Referral,51.0
C51174,2024-09-26,GERMANY,Paid Social,34.0
C51175,2024-12-05,Germany,Direct,21.0
C51176,2024-03-09,Germany,Organic Search,44.0
C51177,2023-06-20,  FRANCE ,Organic Search,40.0
C51178,2023-05-17,Austria,Email,44.0
C51179,2023-02-10,Germany,Organic Search,23.0
C51180,2023-01-05,  Italy ,Email,59.0
C51181,2023-02-17,Netherlands,Referral,47.0
C51182,2021-09-05,Italy,Organic Search,
C51183,2021-08-07,Austria,Paid Social,27.0
C51184,2024-05-28,Italy,Email,51.0
C51185,2023-05-03,Netherlands,Referral,25.0
C51186,2024-10-27,Germany,Paid Social,65.0
C51187,2023-11-26,  France ,Organic Search,31.0
C51188,2021-04-18,Netherlands,Email,59.0
C51189,2022-01-28,France,Paid Social,36.0
C51190,2022-04-29,Austria,Referral,57.0
C51191,2024-12-09,Germany,Email,29.0
C51192,2022-05-22,Spain,Organic Search,38.0
C51193,2023-08-01,Germany,Referral,48.0
C51194,2024-11-01,Italy,Paid Social,46.0
C51195,2024-12-10,Germany,Organic Search,51.0
C51196,2022-06-22,Germany,Email,32.0
C51197,2021-05-27,Austria,Direct,39.0
C51198,2022-01-20,Austria,Email,53.0
C51199,2021-07-03,Austria,Organic Search,30.0
C51200,2022-04-10,Italy,Email,45.0
C51201,2023-10-05,Germany,Organic Search,35.0
C51202,2024-10-09,SPAIN,Paid Social,40.0
C51203,2023-08-28,Germany,Paid Social,39.0
C51204,2023-12-12,France,Organic Search,29.0
C51205,2022-04-22,FRANCE,Paid Social,35.0
C51206,2024-06-19,Germany,Direct,40.0
C51207,2023-12-02,France,Organic Search,37.0
C51208,2024-08-22,Austria,Referral,
C51209,2024-11-13,Germany,Email,50.0
C51210,2022-12-16,Italy,Paid Social,41.0
C51211,2021-09-07,France,Organic Search,29.0
C51212,2022-06-04,Germany,Organic Search,28.0
C51213,2023-04-22,Netherlands,Organic Search,62.0
C51214,2024-11-10,Germany,Email,26.0
C51215,2023-01-29,Germany,Direct,39.0
C51216,2024-05-19,Netherlands,Direct,42.0
C51217,2023-09-01,Germany,Organic Search,34.0
C51218,2022-03-18,Germany,Organic Search,
C51219,2022-11-05,AUSTRIA,Organic Search,29.0
C51220,2024-01-12,Germany,Direct,31.0
C51221,2024-02-03,DE,Organic Search,29.0
C51222,2023-04-18,Austria,Organic Search,54.0
C51223,2022-06-09,GERMANY,Email,38.0
C51224,2024-03-28,France,Email,32.0
C51225,2022-02-19,Germany,Organic Search,39.0
C51226,2024-11-02,Netherlands,Email,46.0
C51227,2022-03-27,Germany,Organic Search,34.0
C51228,2021-10-15,Italy,Organic Search,49.0
C51229,2023-07-09,Germany,Organic Search,23.0
C51230,2023-08-06,Netherlands,Paid Social,52.0
C51231,2023-07-23,Germany,Direct,38.0
C51232,2023-04-20,Germany,Paid Social,37.0
C51233,2024-12-27,France,Referral,30.0
C51234,2023-06-25,France,Paid Social,23.0
C51235,2023-06-14,Italy,Email,18.0
C51236,2023-03-31,Germany,Direct,29.0
C51237,2021-07-11,Germany,Paid Social,45.0
C51238,2023-11-03,Germany,Direct,26.0
C51239,2022-06-07,DE,Email,19.0
C51240,2023-12-25,Spain,Referral,27.0
C51241,2021-05-31,Spain,Organic Search,33.0
C51242,2024-12-14,SPAIN,Email,34.0
C51243,2023-06-02,Germany,Paid Social,36.0
C51244,2024-09-24,Germany,Direct,50.0
C51245,2023-06-11,Austria,Direct,53.0
C51246,2021-06-25,Germany,Paid Social,62.0
C51247,2024-07-11,Netherlands,Direct,19.0
C51248,2024-01-06,Germany,Direct,28.0
C51249,2024-05-30,Germany,Email,46.0
C51250,2023-04-09,Spain,Organic Search,33.0
C51251,2023-12-25,Germany,Organic Search,48.0
C51252,2024-08-15,Italy,Organic Search,40.0
C51253,2023-12-18,Germany,Organic Search,57.0
C51254,2022-12-16,Germany,Direct,51.0
C51255,2024-01-22,Germany,Organic Search,51.0
C51256,2024-02-02,Germany,Email,33.0
C51257,2024-11-24,France,Email,
C51258,2023-01-19,GERMANY,Email,34.0
C51259,2023-04-05,Netherlands,Organic Search,20.0
C51260,2024-07-01,Spain,Email,
C51261,2023-07-20,Germany,Email,47.0
C51262,2024-04-13,Germany,Email,34.0
C51263,2023-05-21,Germany,Organic Search,54.0
C51264,2022-05-17,Austria,Email,
C51265,2024-04-22,Netherlands,Organic Search,18.0
C51266,2021-12-05,Germany,Email,50.0
C51267,2022-04-16,France,Paid Social,
C51268,2023-12-13,DE,Organic Search,36.0
C51269,2024-04-24,Germany,Referral,40.0
C51270,2024-09-22,DE,Organic Search,43.0
C51271,2022-08-22,Italy,Direct,48.0
C51272,2021-10-22,Germany,Direct,45.0
C51273,2024-11-20,Germany,Paid Social,45.0
C51274,2022-01-22,Germany,Organic Search,29.0
C51275,2022-04-14,France,Organic Search,42.0
C51276,2022-09-21,France,Direct,20.0
C51277,2023-08-18,Germany,Email,57.0
C51278,2024-09-10,France,Organic Search,21.0
C51279,2024-05-08,Netherlands,Paid Social,34.0
C51280,2024-03-13,Germany,Organic Search,22.0
C51281,2022-03-03,SPAIN,Email,29.0
C51282,2022-12-31,Germany,Paid Social,38.0
C51283,2023-06-15,Germany,Organic Search,32.0
C51284,2022-01-08,Italy,Referral,52.0
C51285,2022-08-23,Austria,Organic Search,41.0
C51286,2022-10-17,Germany,Paid Social,32.0
C51287,2021-11-27,Spain,Email,36.0
C51288,2023-09-13,France,Direct,53.0
C51289,2024-03-09,Germany,Paid Social,49.0
C51290,2021-07-19,Spain,Direct,24.0
C51291,2023-06-18,Austria,Paid Social,30.0
C51292,2024-05-31,Germany,Direct,44.0
C51293,2024-04-25,Netherlands,Organic Search,42.0
C51294,2024-07-04,Germany,Email,25.0
C51295,2023-05-06,Germany,Organic Search,47.0
C51296,2024-07-09,Italy,Direct,
C51297,2022-06-30,France,Direct,54.0
C51298,2023-01-04,Netherlands,Paid Social,44.0
C51299,2022-03-06,Netherlands,Paid Social,24.0
C51300,2023-05-31,France,Email,32.0
C51301,2023-02-18,Germany,Organic Search,31.0
C51302,2022-06-30,Italy,Email,40.0
C51303,2024-04-29,Netherlands,Email,36.0
C51304,2022-10-26,Netherlands,Paid Social,24.0
C51305,2022-08-22,France,Organic Search,21.0
C51306,2021-12-05,Germany,Direct,45.0
C51307,2023-04-23,Germany,Organic Search,41.0
C51308,2022-10-09,Germany,Email,39.0
C51309,2023-01-17,Germany,Organic Search,41.0
C51310,2022-06-21,Netherlands,Organic Search,31.0
C51311,2024-05-11,Spain,Organic Search,40.0
C51312,2024-10-26,Germany,Paid Social,68.0
C51313,2023-07-10,Germany,Email,52.0
C51314,2023-12-31,Netherlands,Paid Social,35.0
C51315,2024-08-25,Germany,Email,32.0
C51316,2024-12-30,Italy,Email,18.0
C51317,2023-11-27,GERMANY,Organic Search,51.0
C51318,2024-09-17,GERMANY,Organic Search,47.0
C51319,2024-10-05,Germany,Email,31.0
C51320,2024-06-09,Italy,Email,21.0
C51321,2023-05-23,Germany,Email,24.0
C51322,2021-08-16,Netherlands,Organic Search,
C51323,2021-02-20,Germany,Referral,37.0
C51324,2023-06-13,Germany,Organic Search,46.0
C51325,2023-07-05,Spain,Email,39.0
C51326,2023-03-11,GERMANY,Organic Search,50.0
C51327,2023-10-05,Germany,Email,42.0
C51328,2023-09-15,France,Paid Social,48.0
C51329,2024-07-26,Spain,Email,18.0
C51330,2021-10-18,Germany,Organic Search,23.0
C51331,2022-06-03,Germany,Email,34.0
C51332,2024-06-11,Italy,Organic Search,51.0
C51333,2024-08-06,Netherlands,Email,61.0
C51334,2024-12-27,SPAIN,Organic Search,36.0
C51335,2024-08-31,Austria,Organic Search,31.0
C51336,2024-09-17,Netherlands,Email,18.0
C51337,2022-10-27,  Germany ,Organic Search,48.0
C51338,2023-03-03,GERMANY,Organic Search,31.0
C51339,2022-08-14,Austria,Referral,74.0
C51340,2023-11-19,Austria,Referral,29.0
C51341,2024-11-04,Italy,Direct,63.0
C51342,2022-12-11,France,Paid Social,47.0
C51343,2023-09-21,Germany,Paid Social,26.0
C51344,2022-09-29,France,Referral,41.0
C51345,2022-02-21,Netherlands,Organic Search,47.0
C51346,2022-04-10,FRANCE,Email,35.0
C51347,2021-06-19,Austria,Organic Search,48.0
C51348,2024-11-14,Netherlands,Direct,48.0
C51349,2023-03-05,Germany,Email,45.0
C51350,2024-07-23,France,Paid Social,38.0
C51351,2024-02-12,Netherlands,Paid Social,24.0
C51352,2022-04-04,SPAIN,Organic Search,
C51353,2022-03-04,Germany,Paid Social,40.0
C51354,2024-07-01,France,Email,
C51355,2022-08-09,France,Paid Social,40.0
C51356,2024-10-10,France,Paid Social,37.0
C51357,2021-12-24,Germany,Organic Search,22.0
C51358,2024-02-08,Spain,Email,34.0
C51359,2024-07-03,DE,Paid Social,34.0
C51360,2022-06-20,France,Organic Search,61.0
C51361,2022-08-27,France,Direct,41.0
C51362,2024-11-28,Germany,Paid Social,50.0
C51363,2022-08-08,Netherlands,Paid Social,37.0
C51364,2023-04-11,France,Direct,18.0
C51365,2023-04-15,Netherlands,Paid Social,46.0
C51366,2022-07-20,Germany,Direct,30.0
C51367,2024-05-24,Austria,Email,34.0
C51368,2024-05-20,Germany,Email,25.0
C51369,2023-01-29,Netherlands,Organic Search,39.0
C51370,2024-07-24,Netherlands,Organic Search,51.0
C51371,2022-05-12,  Germany ,Paid Social,49.0
C51372,2021-01-15,France,Organic Search,57.0
C51373,2023-10-08,Spain,Organic Search,59.0
C51374,2024-12-26,Netherlands,Email,18.0
C51375,2021-04-28,Germany,Email,24.0
C51376,2022-05-03,France,Organic Search,18.0
C51377,2023-08-05,  GERMANY ,Referral,46.0
C51378,2024-06-29,Netherlands,Direct,30.0
C51379,2021-09-03,Netherlands,Referral,32.0
C51380,2023-02-22,Germany,Referral,35.0
C51381,2024-04-24,Netherlands,Email,43.0
C51382,2023-01-20,Austria,Organic Search,20.0
C51383,2022-03-29,Austria,Paid Social,23.0
C51384,2022-04-10,Germany,Direct,38.0
C51385,2023-03-15,Germany,Email,52.0
C51386,2023-06-16,France,Referral,38.0
C51387,2024-08-20,GERMANY,Direct,29.0
C51388,2023-12-30,France,Organic Search,18.0
C51389,2024-02-22,Germany,Paid Social,49.0
C51390,2024-12-16,GERMANY,Email,29.0
C51391,2023-03-18,Netherlands,Organic Search,24.0
C51392,2023-03-06,Germany,Email,18.0
C51393,2024-10-20,Austria,Referral,21.0
C51394,2022-07-08,Germany,Email,26.0
C51395,2024-04-05,France,Organic Search,
C51396,2024-05-02,Germany,Email,23.0
C51397,2021-09-23,Austria,Organic Search,40.0
C51398,2023-06-01,DE,Direct,
C51399,2022-04-20,Germany,Organic Search,65.0
C51400,2022-03-23,Netherlands,Direct,18.0
C51401,2023-05-27,Germany,Paid Social,40.0
C51402,2022-09-18,Netherlands,Paid Social,40.0
C51403,2024-06-14,Germany,Paid Social,26.0
C51404,2024-10-04,  France ,Organic Search,39.0
C51405,2024-06-21,Germany,Paid Social,47.0
C51406,2022-08-11,Spain,Referral,39.0
C51407,2022-08-24,FRANCE,Referral,55.0
C51408,2022-07-23,Netherlands,Organic Search,18.0
C51409,2021-12-13,  Germany ,Email,28.0
C51410,2024-11-08,Germany,Direct,56.0
C51411,2023-03-04,Germany,Referral,
C51412,2022-06-02,Spain,Paid Social,44.0
C51413,2024-08-05,DE,Organic Search,
C51414,2023-02-28,Germany,Direct,18.0
C51415,2021-04-18,AUSTRIA,Paid Social,48.0
C51416,2022-02-06,Germany,Paid Social,51.0
C51417,2023-12-27,Germany,Referral,30.0
C51418,2024-06-01,France,Organic Search,70.0
C51419,2022-05-08,DE,Referral,40.0
C51420,2024-10-14,Germany,Organic Search,18.0
C51421,2024-08-09,Netherlands,Referral,43.0
C51422,2024-08-07,Germany,Direct,29.0
C51423,2022-06-07,Spain,Direct,52.0
C51424,2021-05-30,Netherlands,Direct,45.0
C51425,2024-08-26,Spain,Direct,31.0
C51426,2022-10-13,Netherlands,Organic Search,56.0
C51427,2023-12-03,Spain,Direct,49.0
C51428,2024-05-07,Germany,Direct,28.0
C51429,2021-11-29,  France ,Paid Social,36.0
C51430,2024-05-29,France,Paid Social,44.0
C51431,2024-11-03,Spain,Organic Search,34.0
C51432,2024-04-04,DE,Email,34.0
C51433,2023-04-27,France,Email,38.0
C51434,2024-09-04,Austria,Paid Social,25.0
C51435,2023-08-16,DE,Paid Social,18.0
C51436,2024-04-21,Spain,Email,41.0
C51437,2024-07-09,Germany,Organic Search,18.0
C51438,2024-04-26,Germany,Direct,26.0
C51439,2022-09-15,NETHERLANDS,Organic Search,18.0
C51440,2021-11-07,France,Organic Search,18.0
C51441,2022-06-25,Germany,Organic Search,43.0
C51442,2023-07-16,Germany,Direct,
C51443,2023-07-19,Germany,Direct,35.0
C51444,2023-10-22,Austria,Organic Search,22.0
C51445,2023-02-22,Spain,Organic Search,30.0
C51446,2024-06-05,France,Paid Social,43.0
C51447,2024-10-10,  Germany ,Organic Search,37.0
C51448,2022-07-10,France,Referral,48.0
C51449,2024-04-13,Spain,Organic Search,50.0
C51450,2024-02-09,Austria,Paid Social,35.0
C51451,2023-08-10,Germany,Paid Social,18.0
C51452,2022-03-29,Germany,Paid Social,
C51453,2024-06-13,Spain,Paid Social,37.0
C51454,2024-11-24,Spain,Organic Search,29.0
C51455,2024-03-28,Germany,Organic Search,25.0
C51456,2024-10-14,SPAIN,Organic Search,39.0
C51457,2024-12-17,  Germany ,Organic Search,
C51458,2022-12-22,Germany,Direct,32.0
C51459,2023-12-26,Austria,Organic Search,
C51460,2023-06-09,France,Organic Search,22.0
C51461,2024-12-19,Germany,Organic Search,53.0
C51462,2021-09-14,Spain,Referral,
C51463,2023-03-18,Spain,Direct,48.0
C51464,2024-09-03,Germany,Referral,54.0
C51465,2022-09-09,Netherlands,Email,33.0
C51466,2024-06-06,Austria,Referral,34.0
C51467,2023-02-05,France,Paid Social,59.0
C51468,2024-12-13,Italy,Direct,46.0
C51469,2024-09-11,Netherlands,Referral,18.0
C51470,2022-10-06,Germany,Organic Search,43.0
C51471,2024-05-18,Germany,Paid Social,31.0
C51472,2022-11-30,Spain,Organic Search,49.0
C51473,2023-11-19,Italy,Organic Search,43.0
C51474,2024-01-18,Germany,Referral,18.0
C51475,2024-07-19,Germany,Organic Search,
C51476,2021-03-18,Austria,Referral,41.0
C51477,2022-05-25,Germany,Direct,42.0
C51478,2024-03-17,Germany,Paid Social,45.0
C51479,2023-09-29,Spain,Paid Social,56.0
C51480,2023-07-07,Austria,Email,43.0
C51481,2021-06-12,Spain,Referral,38.0
C51482,2022-12-17,Netherlands,Organic Search,52.0
C51483,2024-08-23,Germany,Organic Search,65.0
C51484,2021-04-06,Spain,Email,49.0
C51485,2023-02-24,Germany,Direct,40.0
C51486,2024-11-10,Germany,Organic Search,43.0
C51487,2021-05-31,Spain,Paid Social,41.0
C51488,2024-04-27,Netherlands,Direct,38.0
C51489,2022-07-28,DE,Organic Search,64.0
C51490,2024-08-25,Germany,Organic Search,29.0
C51491,2024-04-23,Italy,Email,52.0
C51492,2024-09-13,Netherlands,Organic Search,36.0
C51493,2022-05-17,Netherlands,Organic Search,20.0
C51494,2023-08-21,Spain,Email,36.0
C51495,2024-05-28,Germany,Email,31.0
C51496,2022-07-08,Austria,Paid Social,45.0
C51497,2022-06-12,NETHERLANDS,Paid Social,39.0
C51498,2021-03-26,AUSTRIA,Email,26.0
C51499,2024-11-22,Spain,Email,56.0
C51500,2024-03-15,NETHERLANDS,Referral,51.0
C51501,2023-12-23,Germany,Referral,57.0
C51502,2024-04-21,Germany,Email,41.0
C51503,2023-08-21,Italy,Direct,38.0
C51504,2023-06-12,Italy,Referral,46.0
C51505,2023-05-08,Italy,Organic Search,31.0
C51506,2023-12-28,Germany,Direct,40.0
C51507,2022-04-21,Germany,Direct,36.0
C51508,2024-09-15,DE,Paid Social,20.0
C51509,2024-06-30,Austria,Organic Search,40.0
C51510,2022-12-19,Germany,Email,33.0
C51511,2023-10-17,Netherlands,Paid Social,35.0
C51512,2021-12-26,Germany,Referral,42.0
C51513,2024-12-06,France,Paid Social,53.0
C51514,2024-09-30,Germany,Organic Search,28.0
C51515,2024-10-18,Germany,Organic Search,34.0
C51516,2022-11-23,GERMANY,Direct,
C51517,2022-02-20,Spain,Organic Search,28.0
C51518,2022-05-10,Austria,Referral,31.0
C51519,2021-09-05,Italy,Organic Search,36.0
C51520,2021-11-12,France,Paid Social,45.0
C51521,2021-07-23,Germany,Paid Social,42.0
C51522,2024-12-22,Germany,Organic Search,25.0
C51523,2021-07-29,Netherlands,Email,54.0
C51524,2021-12-08,Germany,Email,49.0
C51525,2024-07-16,Austria,Organic Search,27.0
C51526,2023-10-19,Austria,Paid Social,53.0
C51527,2024-05-23,Spain,Referral,
C51528,2023-12-17,Germany,Email,36.0
C51529,2024-09-09,France,Paid Social,42.0
C51530,2023-12-26,GERMANY,Referral,38.0
C51531,2023-08-09,Germany,Organic Search,45.0
C51532,2024-03-18,Netherlands,Organic Search,40.0
C51533,2023-05-05,France,Email,34.0
C51534,2022-12-14,Austria,Email,18.0
C51535,2023-06-01,GERMANY,Referral,44.0
C51536,2022-02-21,Italy,Organic Search,34.0
C51537,2024-06-15,Italy,Paid Social,
C51538,2022-08-02,France,Email,44.0
C51539,2022-01-20,Spain,Organic Search,34.0
C51540,2022-07-09,Germany,Paid Social,50.0
C51541,2024-07-31,Austria,Email,40.0
C51542,2022-11-20,Spain,Organic Search,40.0
C51543,2024-02-18,Austria,Paid Social,36.0
C51544,2024-08-15,  Austria ,Organic Search,
C51545,2021-08-07,  France ,Direct,29.0
C51546,2024-05-13,Austria,Organic Search,34.0
C51547,2022-10-16,Netherlands,Organic Search,23.0
C51548,2022-05-19,Germany,Organic Search,47.0
C51549,2024-02-21,Germany,Organic Search,31.0
C51550,2024-10-06,Austria,Organic Search,32.0
C51551,2022-09-27,Netherlands,Email,32.0
C51552,2023-10-05,France,Organic Search,39.0
C51553,2022-09-18,Spain,Organic Search,23.0
C51554,2023-09-18,NETHERLANDS,Organic Search,18.0
C51555,2023-12-07,GERMANY,Paid Social,43.0
C51556,2023-11-24,Germany,Organic Search,18.0
C51557,2023-12-09,Netherlands,Email,48.0
C51558,2021-12-14,Austria,Email,57.0
C51559,2024-02-26,France,Referral,36.0
C51560,2024-02-05,France,Organic Search,54.0
C51561,2024-02-14,Austria,Direct,38.0
C51562,2021-07-29,  Netherlands ,Email,57.0
C51563,2023-05-04,Spain,Organic Search,33.0
C51564,2023-03-14,Germany,Paid Social,18.0
C51565,2021-08-29,Austria,Referral,37.0
C51566,2022-05-29,France,Paid Social,58.0
C51567,2023-04-26,Germany,Paid Social,44.0
C51568,2024-04-19,Netherlands,Email,32.0
C51569,2022-06-23,Austria,Organic Search,42.0
C51570,2024-07-19,France,Direct,50.0
C51571,2023-09-07,Austria,Organic Search,37.0
C51572,2024-05-08,Germany,Organic Search,70.0
C51573,2023-06-07,Germany,Organic Search,32.0
C51574,2023-07-11,  GERMANY ,Paid Social,50.0
C51575,2023-12-04,Germany,Direct,47.0
C51576,2024-10-24,Netherlands,Referral,30.0
C51577,2023-07-02,Spain,Direct,33.0
C51578,2023-08-17,Austria,Paid Social,50.0
C51579,2023-11-14,Germany,Paid Social,40.0
C51580,2024-04-14,Germany,Paid Social,42.0
C51581,2021-07-24,Germany,Organic Search,18.0
C51582,2023-08-01,Netherlands,Direct,46.0
C51583,2023-06-19,Germany,Paid Social,41.0
C51584,2024-10-18,France,Paid Social,37.0
C51585,2023-07-04,Austria,Paid Social,42.0
C51586,2023-06-01,Netherlands,Referral,33.0
C51587,2024-11-26,Germany,Organic Search,31.0
C51588,2023-05-09,Germany,Email,35.0
C51589,2022-03-14,Netherlands,Email,32.0
C51590,2022-05-19,France,Referral,64.0
C51591,2021-09-17,Germany,Organic Search,49.0
C51592,2021-01-02,Spain,Organic Search,26.0
C51593,2023-04-14,France,Paid Social,62.0
C51594,2024-05-17,France,Direct,33.0
C51595,2024-04-09,Germany,Direct,38.0
C51596,2021-04-10,Germany,Email,49.0
C51597,2023-10-07,Germany,Organic Search,18.0
C51598,2022-01-22,Germany,Organic Search,35.0
C51599,2024-11-06,France,Email,31.0
C51600,2022-02-16,France,Organic Search,40.0
C51601,2023-12-12,Spain,Email,42.0
C51602,2022-11-14,Italy,Referral,37.0
C51603,2023-12-30,Germany,Paid Social,37.0
C51604,2023-03-18,Germany,Paid Social,51.0
C51605,2024-05-07,Austria,Organic Search,
C51606,2022-06-12,Italy,Organic Search,38.0
C51607,2024-10-03,Spain,Email,40.0
C51608,2023-07-13,Germany,Paid Social,60.0
C51609,2024-05-03,  Germany ,Organic Search,
C51610,2024-08-08,Germany,Organic Search,
C51611,2024-12-30,Spain,Organic Search,18.0
C51612,2022-05-31,Netherlands,Email,21.0
C51613,2022-09-14,France,Email,32.0
C51614,2022-07-16,France,Paid Social,37.0
C51615,2022-08-06,Germany,Paid Social,31.0
C51616,2023-10-22,Netherlands,Organic Search,42.0
C51617,2024-12-25,Germany,Paid Social,31.0
C51618,2024-12-22,NETHERLANDS,Organic Search,27.0
C51619,2023-08-15,Austria,Direct,45.0
C51620,2023-12-27,  Netherlands ,Organic Search,
C51621,2024-08-18,GERMANY,Paid Social,25.0
C51622,2024-10-29,Spain,Organic Search,41.0
C51623,2022-04-26,Austria,Referral,18.0
C51624,2023-08-17,Germany,Organic Search,20.0
C51625,2024-07-22,Germany,Direct,
C51626,2022-10-09,Netherlands,Organic Search,52.0
C51627,2023-04-25,Germany,Referral,29.0
C51628,2024-12-18,  Germany ,Email,28.0
C51629,2024-12-17,  Germany ,Organic Search,38.0
C51630,2024-10-03,Germany,Organic Search,38.0
C51631,2024-06-17,France,Paid Social,29.0
C51632,2022-08-16,Netherlands,Referral,62.0
C51633,2022-11-06,GERMANY,Direct,35.0
C51634,2023-09-09,Austria,Organic Search,39.0
C51635,2023-09-26,Germany,Paid Social,33.0
C51636,2023-07-19,GERMANY,Organic Search,43.0
C51637,2023-12-24,GERMANY,Organic Search,
C51638,2023-03-13,Austria,Email,58.0
C51639,2024-04-26,Italy,Paid Social,29.0
C51640,2022-11-25,FRANCE,Organic Search,51.0
C51641,2022-11-21,Germany,Direct,45.0
C51642,2021-11-27,Germany,Referral,50.0
C51643,2022-03-29,Germany,Referral,37.0
C51644,2024-08-09,Spain,Organic Search,36.0
C51645,2023-05-03,Germany,Direct,49.0
C51646,2022-06-07,Italy,Email,49.0
C51647,2024-05-07,Netherlands,Paid Social,57.0
C51648,2023-09-17,France,Organic Search,40.0
C51649,2021-03-09,Spain,Direct,37.0
C51650,2022-10-30,Germany,Paid Social,18.0
C51651,2022-03-07,  Austria ,Referral,19.0
C51652,2024-01-15,Germany,Email,33.0
C51653,2022-08-26,Spain,Referral,25.0
C51654,2021-07-07,France,Email,48.0
C51655,2021-06-11,Germany,Direct,22.0
C51656,2023-10-21,  SPAIN ,Organic Search,32.0
C51657,2021-03-10,Germany,Organic Search,32.0
C51658,2024-08-07,Germany,Email,
C51659,2022-01-24,AUSTRIA,Paid Social,31.0
C51660,2023-11-19,France,Email,43.0
C51661,2023-05-01,Spain,Email,40.0
C51662,2023-04-29,Netherlands,Paid Social,49.0
C51663,2021-07-24,Netherlands,Referral,48.0
C51664,2024-06-21,Germany,Paid Social,38.0
C51665,2024-09-20,Germany,Direct,18.0
C51666,2021-02-05,Italy,Organic Search,35.0
C51667,2022-03-10,Germany,Email,38.0
C51668,2024-10-01,France,Direct,41.0
C51669,2023-09-12,Germany,Organic Search,29.0
C51670,2022-01-13,  Germany ,Paid Social,52.0
C51671,2022-04-24,Netherlands,Organic Search,38.0
C51672,2024-01-19,AUSTRIA,Email,27.0
C51673,2024-03-31,Austria,Paid Social,33.0
C51674,2023-11-11,Spain,Organic Search,61.0
C51675,2024-11-17,Germany,Direct,46.0
C51676,2023-07-05,France,Organic Search,51.0
C51677,2022-10-05,Germany,Paid Social,
C51678,2023-06-13,Austria,Email,30.0
C51679,2023-01-03,Germany,Organic Search,30.0
C51680,2022-06-01,  France ,Organic Search,40.0
C51681,2021-05-18,Germany,Direct,36.0
C51682,2022-12-23,Austria,Email,32.0
C51683,2024-03-16,Austria,Organic Search,34.0
C51684,2021-02-28,Spain,Referral,28.0
C51685,2023-04-24,Germany,Paid Social,36.0
C51686,2024-01-01,  Italy ,Organic Search,51.0
C51687,2023-11-24,DE,Email,20.0
C51688,2024-05-25,Germany,Paid Social,42.0
C51689,2024-06-29,Germany,Organic Search,55.0
C51690,2024-03-17,DE,Direct,36.0
C51691,2021-10-05,France,Organic Search,32.0
C51692,2023-06-10,Germany,Organic Search,49.0
C51693,2023-11-15,Germany,Organic Search,
C51694,2022-07-08,Netherlands,Referral,38.0
C51695,2021-05-09,Spain,Email,26.0
C51696,2022-05-31,DE,Direct,18.0
C51697,2023-05-15,Netherlands,Organic Search,36.0
C51698,2023-03-20,Germany,Referral,23.0
C51699,2022-03-06,Austria,Email,38.0
C51700,2024-07-13,Germany,Organic Search,51.0
C51701,2024-10-22,Germany,Organic Search,60.0
C51702,2022-04-21,Germany,Referral,39.0
C51703,2024-10-26,Netherlands,Organic Search,50.0
C51704,2021-02-27,Germany,Email,43.0
C51705,2024-10-21,Netherlands,Paid Social,33.0
C51706,2024-11-16,Germany,Organic Search,18.0
C51707,2021-02-09,France,Direct,58.0
C51708,2024-05-11,FRANCE,Referral,
C51709,2024-12-03,Germany,Paid Social,55.0
C51710,2024-10-03,France,Email,44.0
C51711,2024-12-04,Netherlands,Paid Social,26.0
C51712,2023-09-13,  France ,Referral,42.0
C51713,2021-08-08,Germany,Organic Search,64.0
C51714,2024-08-08,Netherlands,Paid Social,56.0
C51715,2023-11-28,Germany,Paid Social,32.0
C51716,2023-11-29,Germany,Paid Social,29.0
C51717,2023-03-25,Germany,Paid Social,39.0
C51718,2023-10-09,France,Organic Search,36.0
C51719,2022-01-20,Germany,Direct,52.0
C51720,2024-04-16,Netherlands,Organic Search,47.0
C51721,2021-08-01,Germany,Organic Search,18.0
C51722,2024-04-05,Austria,Paid Social,44.0
C51723,2024-08-07,Germany,Email,36.0
C51724,2023-06-07,Netherlands,Organic Search,38.0
C51725,2023-07-25,Austria,Paid Social,41.0
C51726,2022-10-23,Germany,Email,52.0
C51727,2024-12-03,Germany,Organic Search,50.0
C51728,2024-04-09,France,Direct,29.0
C51729,2023-01-16,Italy,Paid Social,37.0
C51730,2022-03-03,Italy,Email,33.0
C51731,2022-05-24,Germany,Organic Search,18.0
C51732,2023-05-27,Austria,Email,37.0
C51733,2024-11-07,Germany,Referral,
C51734,2024-04-10,Germany,Organic Search,
C51735,2022-05-16,Netherlands,Organic Search,38.0
C51736,2024-08-18,France,Organic Search,37.0
C51737,2023-01-29,France,Organic Search,41.0
C51738,2024-08-10,Spain,Direct,26.0
C51739,2022-07-01,Germany,Email,21.0
C51740,2023-12-03,Netherlands,Email,21.0
C51741,2024-10-23,Germany,Direct,54.0
C51742,2022-07-28,Germany,Referral,26.0
C51743,2024-02-25,Germany,Referral,32.0
C51744,2024-12-20,Italy,Paid Social,63.0
C51745,2022-01-14,France,Paid Social,29.0
C51746,2021-09-02,Germany,Organic Search,42.0
C51747,2024-02-04,Netherlands,Paid Social,51.0
C51748,2022-12-04,ITALY,Paid Social,50.0
C51749,2021-07-22,SPAIN,Organic Search,22.0
C51750,2023-06-11,France,Paid Social,29.0
